Title,Additional Authors,ISBN,My Rating,Publisher,Binding,Year Published,Date Read,Date Added,Bookshelves,My Review,Author,Owned,Favorite,Wishlist,Plan To Read,Currently Reading,Read,ASIN,Shelfari Edition Id,Shelfari Book Id,Condition,Original Purchase Date,Purchase Price,Private Notes,Loaned,Loaned To,Loaned On,Loan Due,Shelfari Date Read,Is Private
Love Yourself Like Your Life Depends On It ,"Ravikant, Kamal",,0,,Kindle Edition,2012,27062015,27072015,"nonfiction,self-help,personal development,self improvement,kindle",,Kamal Ravikant,False,False,False,False,False,True,B0086BX8UE,72976819,29156820,,01010001,0,,False,False,,01010001,01010001,6/27/2015,False
The Sacrifice Game,,0451415647,3,,Paperback,2013,08102013,07082013,"time travel,sci fi,mayan,futurist,post-cyberpunk",,Brian D'Amato,False,False,False,False,False,True,0451415647,73258335,27286061,,01010001,0,,False,False,,01010001,01010001,10/8/2013,False
Fantasy Football for Smart People: How to Dominate Your Draft ,"Bales, Jonathan",1477542981,3,,Paperback,2012,01010001,24102012,fantasy football,,Jonathan Bales,False,False,False,False,False,True,1477542981,73575976,29463270,,01010001,0,,False,False,,01010001,01010001,10/24/2012; 7/6/2013,False
Organizing Your Workspace: A Guide to Personal Productivity,,,0,,Hardcover,1999,17062012,17062012,,,,False,False,False,False,False,True,B003Q6K7WQ,73760332,29541108,,01010001,0,,False,False,,01010001,01010001,6/17/2012,False
Building a Bankroll Full Ring Edition ,,061558988X,4,,Paperback,2012,09012015,09012015,"poker,bankroll management,brm,online",,Pawel Nazarewicz,False,False,False,False,False,True,061558988X,74470178,29933950,,01010001,0,,False,False,,01010001,01010001,1/9/2015,False
Cultivating Fire: How to Keep Your Motivation White Hot ,"Khan, Adam",0962465666,4,,Paperback,2012,11122012,05122012,"psychology,motivation,adam khan",,Adam Khan,False,False,False,False,False,True,0962465666,74679323,30033672,,01010001,0,,False,False,,01010001,01010001,12/11/2012,False
From Gym Lifter to Competitive Powerlifter: The Beginner's Guide to Competitive Powerlifting! (Powerlifting For Beginners),,,4,,Kindle Edition,2012,12052014,12052014,"weight training,powerlifting,powerlifter,weight lifting",,Joe "Ironman" Norman,False,False,False,False,False,True,B008M0GR66,74827009,30098378,,01010001,0,,False,False,,01010001,01010001,5/12/2014,False
Impatient Optimist: Bill Gates in His Own Words (In Their Own Words),,,3,,Kindle Edition,2012,02102013,01102013,"memoir,biography,microsoft,bill gates",,,False,False,False,False,False,True,B008P1HGP8,75316938,28183130,,01010001,0,,False,False,,01010001,01010001,10/2/2013,False
Scientific Weight Loss Secrets - How To Lose Weight Fast the Sensible Way! (weight loss books),,,5,,Kindle Edition,2012,07082014,21052014,"fat loss,weight loss","I was surprised at how good this book was. Very good for a cheap/free kindle read. Accurate minus one or two quibbles, and the advice is solid. Recommended. ",Dr Salone Goodman,False,False,False,False,False,True,B008ZPZ5DY,75533507,30507322,,01010001,0,,False,False,,01010001,01010001,8/7/2014,False
John Dies at the End,"Wong, David",1250035953,4,,Paperback,2012,31082013,11082013,"fiction,fantasy,horror,comedy,supernatural,dark humor,aliens,paranormal,david wong,monsters",,David Wong,False,False,False,False,False,True,1250035953,77706518,3573814,,01010001,0,,False,False,,01010001,01010001,8/31/2013,False
"Maximum Muscle, Minimum Fat: The Secret Science Behind Physical Transformation [Paperback]",,,1,,Unknown Binding,2008,20092012,15092012,"fat loss,bodybuilding,ori hofmelker,broscience,muscle,pseudoscience",,Ori Hofmekler,False,False,False,False,False,True,B0087CO3IS,77728106,31491511,,01010001,0,,False,False,,01010001,01010001,9/20/2012,False
"White Bears and Other Unwanted Thoughts: Suppression, Obsession, and the Psychology of Mental Control   [WHITE BEARS & OTHER UNWANTED T] [Paperback]",,,3,,Unknown Binding,1994,03102012,20092012,"psychology,self-help,daniel m. wegner,white bears,unwanted thoughts,obsession,suppression",,Daniel M.'(Author) Wegner,False,False,False,False,False,True,B008LXAGFC,77750335,31512664,,01010001,0,,False,False,,01010001,01010001,10/3/2012,False
"Brokedown Palace [ BROKEDOWN PALACE BY Brust, Steven ( Author ) Sep-05-2006",,,2,,Paperback,2006,04012013,24102012,"fantasy,wizards,steven brust,bolk,fenario,fenarr,elfs,kingdom,brothers,faerie,magic",,Steven Brust,False,False,False,False,False,True,B009CS0EZC,77905966,31663163,,01010001,0,,False,False,,01010001,01010001,1/4/2013,False
Cornbread (Kindle Single),,,0,,Kindle Edition,2012,01010001,12022013,,,Sean Hammer,False,False,False,False,False,False,B009SQTD28,77919746,31676400,,01010001,0,,False,False,,01010001,01010001,,False
Learn PowerShell Toolmaking in a Month of Lunches,,1617291161,0,,Paperback,2012,01010001,09082013,"programming,powershell",,"Don Jones, Jeffery Hicks",False,False,False,True,False,False,1617291161,78059578,31811221,,01010001,0,,False,False,,01010001,01010001,,False
How to Write a Nonfiction eBook in 21 Days - That Readers LOVE!,,,4,,Kindle Edition,2014,27062015,27072015,"business,self improvement,kindle,writing,steve scott",,Steve Scott,False,False,False,False,False,True,B00AB77M5S,78066502,31817923,,01010001,0,,False,False,,01010001,01010001,6/27/2015,False
What I Learned Losing a Million Dollars (Columbia Business School Publishing),,0231164688,4,,Hardcover,2013,25062014,26062014,"business,antifragility,exit strategy,trading",,"Jim Paul, Brendan Moynihan",False,False,False,False,False,True,0231164688,78100690,31851140,,01010001,0,,False,False,,01010001,01010001,6/25/2014,False
Ex-Heroes,"Clines, Peter",0804136572,4,,Paperback,2013,01032015,01022015,"thriller,survival,apocalypse,zombies,peter clines,zombie,superheroes,science fiction; zombie; post-apocalyptic,post-apocalyptic,superhero",,Peter Clines,False,False,False,False,False,True,0804136572,78114704,14391821,,01010001,0,,False,False,,01010001,01010001,3/1/2015,False
War Room,"Holley, Michael",,4,,Paperback,2011,10012013,22122012,"non-fiction,football,nfl,sports,scouting,journalism,draft",,Michael Holley,False,False,False,False,False,True,B00AK2J2ZC,79673208,32570688,,01010001,0,,False,False,,01010001,01010001,1/10/2013,False
Starliner,"Drake, David",,0,,Kindle Edition,2013,01010001,21052014,,,David Drake,False,False,False,False,False,False,B00ARPEAU4,79674317,333271,,01010001,0,,False,False,,01010001,01010001,,False
Star Soldiers,"Norton, Andre",,3,,Kindle Edition,2001,14052014,03042014,"science fiction,kindle,ebook,andre norton,central control,space opera",,Andre Norton,False,False,False,False,False,True,B00ARPJA7W,79674588,261012,,01010001,0,,False,False,,01010001,01010001,5/14/2014,False
Time Traders,"Norton, Andre",,3,,Kindle Edition,2000,01112014,22102014,"fiction,science fiction,time travel,ebook,andre norton,aliens,cold war,ancient earth,space ship,spaceship",,Andre Norton,False,False,False,False,False,True,B00ARPEKG8,79678831,32576206,,01010001,0,,False,False,,01010001,01010001,11/1/2014,False
The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life (Before 8AM),,0979019710,4,,Paperback,2012,27062015,27072015,"non-fiction,self help,morning",,Hal Elrod,False,False,False,False,False,True,0979019710,79680106,32577477,,01010001,0,,False,False,,01010001,01010001,6/27/2015,False
"Wyatt by Disher, Garry published by The Text Publishing Company (2010) [Paperback]",,,0,,Paperback,0,01010001,31122012,,,--N/A--,False,False,False,False,False,False,B00A135O66,79713893,32610849,,01010001,0,,False,False,,01010001,01010001,,False
A Single Shot,"Jones, Matthew F.",0316196703,3,,Paperback,2011,29112013,29112013,"noir,anti-hero,mountain town,daniel woodrell,backwoods,mental health,moon",,Matthew F Jones,False,False,False,False,False,True,B00A19XW64,79760157,723099,,01010001,0,,False,False,,01010001,01010001,11/29/2013,False
"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (The 99U Book Series)",,,3,,Kindle Edition,2013,10042014,13042014,"personal development,productivity,creativity,managing goals,creative",,"Jocelyn K. Glei, 99U",False,False,False,False,False,True,B00B77UE4W,86304370,33035989,,01010001,0,,False,False,,01010001,01010001,4/10/2014,False
Mobile Developer's Guide To The Galaxy - 12th edition,,,3,,Kindle Edition,2014,15092014,14092014,"technology,app development,android,web,web development",,"Robert Virkus, Daniel Kranz, Anna Alfut, Ian Thain, Dean Churchill, Julian Harty, Chris Ward, Oscar Clark",False,False,False,False,False,True,B00BS6RIKU,87146416,36062774,,01010001,0,,False,False,,01010001,01010001,9/15/2014,False
Professional Apache Tomcat 6 (WROX (text only) by V.Chopra.S. Li.J.Genender,,,3,,Paperback,2007,13082013,12042013,"sysadmin,java,system administration,deployment,catalina,tomcat,ant,apache,jakarta",,V.Chopra.S. Li.J.Genender,False,False,False,False,False,True,B003VSFZDU,87149601,36065915,,01010001,0,,False,False,,01010001,01010001,8/13/2013,False
Created The Destroyer (Volume 1),"Murphy, Warren",061578688X,4,,Paperback,2013,30102014,22102014,"fiction,crime,pulp action,destroyer,martial arts",,"Richard Sapir, Warren Murphy",False,False,False,False,False,True,061578688X,87169260,36085281,,01010001,0,,False,False,,01010001,01010001,10/30/2014,False
"Power of Daily Action: Small Changes, Big Results.",,,3,,Kindle Edition,2013,06072013,06072013,self help,,Alpha Traits,False,False,False,False,False,True,B00C95OSX4,87173996,36089965,,01010001,0,,False,False,,01010001,01010001,7/6/2013,False
Squat Every Day,,,5,,Kindle Edition,2013,01010001,17082013,"john broz,bulgarian method,exercise science,squat,every day",,Matt Perryman,False,False,False,False,False,True,B00CE5BCFG,87264320,36178485,,01010001,0,,False,False,,01010001,01010001,8/29/2013; 8/6/2014,False
Choose Yourself!,,,4,,Kindle Edition,2013,27052015,27072015,"nonfiction,personal development,self improvement,kindle,james altucher,motivation,choose yourself,inspirational",,James Altucher,False,False,False,False,False,True,B00CO8D3G4,87288256,36201968,,01010001,0,,False,False,,01010001,01010001,5/27/2015,False
Fantasy Football for Smart People: What the Experts Don't Want You to Know,"Bales, Jonathan",1484971515,4,,Paperback,2013,01010001,30092013,"football,nfl,fantasy football",,Jonathan Bales,False,False,False,False,False,True,1484971515,87312426,36225687,,01010001,0,,False,False,,01010001,01010001,9/30/2013; 8/21/2014,False
Choose Yourself!,"Altucher, James",1490313370,4,,Paperback,2013,15012014,07012014,"non-fiction,psychology,self-help,business,personal development,james altucher,entrepreneurship,self-actualization,economy",,James Altucher,False,False,False,False,False,True,1490313370,87348376,36260880,,01010001,0,,False,False,,01010001,01010001,1/15/2014,False
Mastermind,"Konnikova, Maria",014312434X,4,,Paperback,2013,15022014,26012014,"nonfiction,psychology,sherlock holmes,e-book",,Maria Konnikova,False,False,False,False,False,True,014312434X,87401720,29656157,,01010001,0,,False,False,,01010001,01010001,2/15/2014,False
The Miracle of Morning Pages: Everything You Always Wanted to Know About the Most Important Artist's Way Tool: A Special from Tarcher/Penguin,,,4,,Kindle Edition,2013,27062015,27072015,"morning pages,the artist's way",,Julia Cameron,False,False,False,False,False,True,B00DIQ9K40,87432534,36343238,,01010001,0,,False,False,,01010001,01010001,6/27/2015,False
"APP ESCAPE PLAN. How to make money, achieve freedom, and get your life back",,,4,,Kindle Edition,2013,06012015,06012015,"non-fiction,technology,finance,work from home",,Elaine Heney,False,False,False,False,False,True,B00DNINFN0,87479149,36383837,,01010001,0,,False,False,,01010001,01010001,1/6/2015,False
The Man Who Lied to His Laptop: What We Can Learn About Ourselves from Our Machines,,,3,,Paperback,2012,28082013,20082013,"psychology,sociology,computers,communication,the man who lied to his laptop,interaction",,"Clifford Nass, Corina Yen",False,False,False,False,False,True,B00D9TCDJU,87491080,36395559,,01010001,0,,False,False,,01010001,01010001,8/28/2013,False
"Why Fantasy Football Matters: (And Our Lives Do Not) [Paperback] [2006] Original Ed. Erik Barmack, Max Handelman",,,4,,Paperback,2006,01082013,23072013,"football,nfl,fantasy football,the league,statistics",,Max Handelman Erik Barmack,False,False,False,False,False,True,B00CNWNRNK,87541855,36445506,,01010001,0,,False,False,,01010001,01010001,8/1/2013,False
Mystic River,,,4,,Mass Market Paperback,2003,04022014,26012014,"fiction,crime,molestation,dennis lehane,drama",,Dennis Lehane,False,False,False,False,False,True,B00DUZ4XOG,87641780,36544277,,01010001,0,,False,False,,01010001,01010001,2/4/2014,False
"Fantasy Football Tips: 201 Ways to Win Through Player Rankings, Cheat Sheets and Better Drafting   [FANTASY FOOTBALL TIPS] [Paperback]",,,3,,Unknown Binding,2009,19082013,14082013,"fantasy,nfl,fantasy football,drafting",,Sam-(Author) Hendricks,False,False,False,False,False,True,B008LD1RPU,87643081,36545556,,01010001,0,,False,False,,01010001,01010001,8/19/2013,False
Be Slightly Evil: A Playbook for Sociopaths (Ribbonfarm Roughs),,,4,,Kindle Edition,2013,25122013,24122013,"non-fiction,nonfiction,psychology,personal development",,Venkatesh Rao,False,False,False,False,False,True,B00F8JTYH8,87788909,36689165,,01010001,0,,False,False,,01010001,01010001,12/25/2013,False
A Child of Two Worlds: Book One of the Nine Realms Series (Volume 1),,0615861547,4,,Paperback,2013,14052014,03042014,"fantasy,angels,demons,realms,changelings,dwarves",,Mark Cole,False,False,False,False,False,True,0615861547,87801464,36701536,,01010001,0,,False,False,,01010001,01010001,5/14/2014,False
"The Gervais Principle: The Complete Series, with a Bonus Essay on Office Space (Ribbonfarm Roughs)",,,4,,Kindle Edition,2013,05112013,06112013,"sociopaths,analysis,the office,losers,office space,clueless",,Venkatesh Rao,False,False,False,False,False,True,B00F9IV64W,87823163,36722905,,01010001,0,,False,False,,01010001,01010001,11/5/2013,False
Antifragile,"Taleb, Nassim Nicholas",0812979680,5,,Paperback,2014,08102014,14092014,"economics,decision making,antifragility,innovation,robustness,flaneur,fat tony,fragility,nero,seneca",,Nassim Nicholas Taleb,False,False,False,False,False,True,0812979680,87832604,27039798,,01010001,0,,False,False,,01010001,01010001,10/8/2014,False
The Pathway to Awesomeness,,,4,,Kindle Edition,2013,18122013,19102013,"productivity,organization,work,mark forster,systems",,Mark Forster,False,False,False,False,False,True,B00FXGXMPQ,87910522,36808571,,01010001,0,,False,False,,01010001,01010001,12/18/2013,False
Rasputin's Bastards [Paperback] [2012] (Author) David Nickle,,,4,,Paperback,2012,24122013,24102013,"science fiction,cold war,psychics",,,False,False,False,False,False,True,B00G2SZIYW,87934690,36832605,,01010001,0,,False,False,,01010001,01010001,12/24/2013,False
Job Tips For Geeks: The Job Search,,,4,,Kindle Edition,2013,29122014,29122014,"technology,job search,interview",,Dave Fecak,False,False,False,False,False,True,B00DAHLIA6,87962438,36859975,,01010001,0,,False,False,,01010001,01010001,12/29/2014,False
Energy - How I Lost Over 100 Pounds The Natural Way (Seriously!),,,4,,Kindle Edition,2013,31102013,31102013,"fat loss,low carb,ketosis,keto,gary taubes,atkins",,Alton Bock,False,False,False,False,False,True,B00G4EML6C,87962569,36860105,,01010001,0,,False,False,,01010001,01010001,10/31/2013,False
Booklife: Strategies and Survival Tips for the 21st Century Writer [Paperback] [2009] (Author) Jeff VanderMeer,,,4,,Paperback,2009,16122013,11122013,"marketing,writing,internet,new media,editing,pr,books",,,False,False,False,False,False,True,B00FF0MRC4,88119126,37014317,,01010001,0,,False,False,,01010001,01010001,12/16/2013,False
"Swag: A Novel by Leonard, Elmore Reissue Edition [Paperback(2012/12/26)]",,,4,,Paperback,1600,16122013,17122013,"crime,armed robbery,earnest,stick,rules,frank",,,False,False,False,False,False,True,B00C7F1ZLY,88139486,37034391,,01010001,0,,False,False,,01010001,01010001,12/16/2013,False
The Obstacle Is the Way: The Timeless Art of Turning Adversity to Advantage,"Holiday, Ryan",1591846358,4,,Hardcover,2014,15102014,16102014,"philosophy,2014,stoicism",,Ryan Holiday,False,False,False,False,False,True,1591846358,88164153,37058785,,01010001,0,,False,False,,01010001,01010001,10/15/2014,False
"A Year to Live: How to Live This Year as If It Were Your Last by Levine, Stephen Published by Bell Tower (1998) Paperback",,,3,,Paperback,1001,15042014,03012014,"meditation,death,spirituality",,Stephen Levine,False,False,False,False,False,True,B00HMVUCB2,88201932,37095976,,01010001,0,,False,False,,01010001,01010001,4/15/2014,False
My System,,,0,,Kindle Edition,2013,01010001,26012014,,,J.P. Muller,False,False,False,True,False,False,B00C7VKA0K,88304446,37197417,,01010001,0,,False,False,,01010001,01010001,,False
Ruthless (The Induction) (Volume 1),,1494336170,3,,Paperback,2014,25012015,26012015,"angels,demons,corporations",,Esther Krogdahl,False,False,False,False,False,True,1494336170,88361678,37253900,,01010001,0,,False,False,,01010001,01010001,1/25/2015,False
